"dr_no","date_rptd","date_occ","time_occ","area","area_name","rpt_dist_no","part_1_2","crm_cd","crm_cd_desc","vict_age","vict_sex","vict_descent","premis_cd","premis_desc","status","status_desc","crm_cd_1","location","lat","lon"
201808237,2020-03-15,2020-03-15,1900,18,"Southeast",1842,1,210,"ROBBERY",53,"F","H",124,"BUS STOP","IC","Invest Cont",210,"110TH                        ST",33.9356,-118.2781
201212138,2020-05-03,2020-05-03,600,12,"77th Street",1241,1,310,"BURGLARY",44,"M","H",707,"GARAGE/CARPORT","IC","Invest Cont",310,"6400 S  VICTORIA                     AV",33.9817,-118.3323
222004227,2022-01-06,2022-01-06,550,20,"Olympic",2002,1,761,"BRANDISH WEAPON",44,"F","H",101,"STREET","IC","Invest Cont",761,"ELMWOOD                      AV",34.0783,-118.3092
231704104,2023-01-03,2023-01-02,1200,17,"Devonshire",1749,1,510,"VEHICLE - STOLEN",28,"F","X",108,"PARKING LOT","IC","Invest Cont",510,"10300    WOODLEY                      AV",34.2574,-118.4848
212014197,2021-09-11,2021-09-11,1330,20,"Olympic",2079,1,761,"BRANDISH WEAPON",24,"F","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other",761,"1400    ARAPAHOE                     ST",34.0462,-118.2854
211212490,2021-05-20,2021-05-16,1200,12,"77th Street",1233,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",28,"M","X",108,"PARKING LOT","IC","Invest Cont",420,"2100 W  59TH                         ST",33.9873,-118.3167
231105464,2023-02-07,2023-02-03,1430,11,"Northeast",1102,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",28,"M","H",108,"PARKING LOT","IC","Invest Cont",331,"3900    CHEVY CHASE                  DR",34.1338,-118.273
211909822,2021-06-14,2021-06-13,2100,19,"Mission",1974,1,310,"BURGLARY",58,"M","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",310,"9000    KESTER                       AV",34.2337,-118.4575
210306682,2021-02-19,2021-02-18,2100,3,"Southwest",395,1,330,"BURGLARY FROM VEHICLE",44,"M","H",101,"STREET","IC","Invest Cont",330,"S  HARVARD                      BL",34.0061,-118.3067
220123632,2022-10-30,2022-10-29,1251,1,"Central",164,1,352,"PICKPOCKET",27,"F","H",703,"ENTERTAINMENT/COMEDY CLUB (OTHER)","IC","Invest Cont",352,"600 S  SPRING                       ST",34.046,-118.251
230414461,2023-11-16,2023-11-16,1421,4,"Hollenbeck",478,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",28,"X","X",203,"OTHER BUSINESS","IC","Invest Cont",442,"3400    WHITTIER                     BL",34.0278,-118.201
200216070,2020-10-12,2020-10-12,1740,2,"Rampart",245,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",28,"X","X",107,"VACANT LOT","AA","Adult Arrest",740,"500 S  CARONDELET                   ST",34.0619,-118.2787
211606237,2021-03-20,2021-03-20,2000,16,"Foothill",1657,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","IC","Invest Cont",510,"PINEWOOD                     AV",34.2523,-118.2859
210112390,2021-06-24,2021-05-17,200,1,"Central",192,1,310,"BURGLARY",38,"M","W",406,"OTHER STORE","IC","Invest Cont",310,"1800 S  FLOWER                       ST",34.0347,-118.2703
241809667,2024-05-03,2024-03-30,1130,18,"Southeast",1851,1,510,"VEHICLE - STOLEN",28,"F","X",101,"STREET","IC","Invest Cont",510,"FIGUEROA",33.9164,-118.2827
200705700,2020-02-04,2020-02-04,1400,7,"Wilshire",745,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",50,"F","W",210,"RESTAURANT/FAST FOOD","AO","Adult Other",930,"5400    WILSHIRE                     BL",34.0623,-118.3462
232014989,2023-09-03,2023-09-03,400,20,"Olympic",2093,2,623,"BATTERY POLICE (SIMPLE)",28,"X","X",101,"STREET","IC","Invest Cont",623,"1900    CORDOVA                      ST",34.0391,-118.3003
200517134,2020-11-25,2020-11-25,1654,5,"Harbor",563,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",56,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",440,"1200 S  ALMA                         ST",33.7325,-118.299
200616883,2020-10-19,2020-10-19,100,6,"Hollywood",663,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",30,"M","W",123,"PARKING UNDERGROUND/BUILDING","IC","Invest Cont",331,"6600    SANTA MONICA                 BL",34.0907,-118.3336
221017717,2022-12-15,2022-12-10,1025,10,"West Valley",1043,2,354,"THEFT OF IDENTITY",98,"F","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",354,"18600    HATTERAS                     ST",34.1774,-118.5387
201516497,2020-10-19,2020-10-19,1,15,"N Hollywood",1566,1,510,"VEHICLE - STOLEN",28,"M","X",108,"PARKING LOT","IC","Invest Cont",510,"10800    WHIPPLE                      ST",34.1481,-118.365
211516244,2021-10-18,2021-10-15,2030,15,"N Hollywood",1543,1,330,"BURGLARY FROM VEHICLE",76,"M","O",108,"PARKING LOT","IC","Invest Cont",330,"12100    MAGNOLIA                     BL",34.1685,-118.4008
241708996,2024-04-18,2024-04-18,1200,17,"Devonshire",1761,1,761,"BRANDISH WEAPON",28,"M","W",101,"STREET","IC","Invest Cont",761,"NORDHOFF                     ST",34.2355,-118.5975
231014360,2023-10-02,2023-10-02,215,10,"West Valley",1063,1,310,"BURGLARY",28,"M","W",210,"RESTAURANT/FAST FOOD","IC","Invest Cont",310,"18500    VENTURA                      BL",34.1688,-118.5361
200415199,2020-11-23,2020-11-23,1450,4,"Hollenbeck",469,2,900,"VIOLATION OF COURT ORDER",26,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",900,"3500    LANFRANCO                    ST",34.0289,-118.1923
200101128,2020-11-15,2020-11-15,1020,1,"Central",156,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",40,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other",236,"500    WALL                         ST",34.044,-118.2467
240608656,2024-04-21,2024-04-20,1400,6,"Hollywood",656,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",39,"M","W",717,"HEALTH SPA/GYM","IC","Invest Cont",440,"1000    COLE                         AV",34.0889,-118.3299
200812372,2020-07-27,2020-07-12,1900,8,"West LA",836,2,354,"THEFT OF IDENTITY",27,"M","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",354,"2100    KERWOOD                      AV",34.0514,-118.4188
220122041,2022-10-07,2022-10-07,900,1,"Central",182,1,510,"VEHICLE - STOLEN",28,"F","X",101,"STREET","IC","Invest Cont",510,"1000 S  GRAND                        AV",34.043,-118.2606
221712267,2022-08-12,2022-08-12,955,17,"Devonshire",1785,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",31,"M","W",108,"PARKING LOT","AO","Adult Other",230,"RESEDA                       BL",34.2373,-118.5361
230913661,2023-09-01,2023-08-31,2359,9,"Van Nuys",985,1,330,"BURGLARY FROM VEHICLE",38,"M","W",707,"GARAGE/CARPORT","IC","Invest Cont",330,"4500    COLBATH                      AV",34.15,-118.4424
220215817,2022-09-03,2022-09-03,2030,2,"Rampart",201,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",28,"X","X",907,"MTA - RED LINE - VERMONT/SANTA MONICA","AA","Adult Arrest",740,"1000 N  VERMONT                      AV",34.0873,-118.296
232017603,2023-11-04,2023-11-04,503,20,"Olympic",2019,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",31,"M","B",501,"SINGLE FAMILY DWELLING","AO","Adult Other",956,"200 S  JUANITA                      AV",34.0691,-118.2893
211913312,2021-09-15,2021-09-14,1830,19,"Mission",1982,1,210,"ROBBERY",28,"M","O",239,"MEDICAL MARIJUANA FACILITIES/BUSINESSES","IC","Invest Cont",210,"8700    PARTHENIA                    PL",34.229,-118.4654
231104288,2023-01-08,2023-01-08,1610,11,"Northeast",1159,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",73,"M","W",501,"SINGLE FAMILY DWELLING","AA","Adult Arrest",230,"4500 N  FIGUEROA                     ST",34.098,-118.2056
210611181,2021-05-24,2021-05-23,130,6,"Hollywood",631,1,121,"RAPE, FORCIBLE",18,"F","O",501,"SINGLE FAMILY DWELLING","AO","Adult Other",121,"1300    DEVLIN                       DR",34.0938,-118.3864
221514233,2022-08-30,2022-08-23,1000,15,"N Hollywood",1516,2,662,"BUNCO, GRAND THEFT",23,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",662,"6700    TROOST                       AV",34.1922,-118.3866
211817857,2021-09-28,2021-09-27,2300,18,"Southeast",1822,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",51,"M","B",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",930,"200 W  COLDEN                       AV",33.9492,-118.2776
200106847,2020-02-11,2020-02-10,1920,1,"Central",124,2,624,"BATTERY - SIMPLE ASSAULT",45,"M","H",102,"SIDEWALK","IC","Invest Cont",624,"SPRING",34.0549,-118.2426
231609340,2023-06-20,2023-06-08,1000,16,"Foothill",1618,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",28,"M","O",720,"JUNIOR HIGH SCHOOL","IC","Invest Cont",745,"10900    MOUNT GLEASON                AV",34.2669,-118.3027
201704617,2020-01-13,2020-01-13,115,17,"Devonshire",1735,2,900,"VIOLATION OF COURT ORDER",79,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other",900,"17100    CHATSWORTH                   ST",34.2684,-118.5149
211004094,2021-01-03,2021-01-03,100,10,"West Valley",1011,1,210,"ROBBERY",27,"F","H",301,"GAS STATION","AO","Adult Other",210,"WILBUR                       AV",34.2012,-118.5448
230604259,2023-01-07,2022-12-31,500,6,"Hollywood",615,1,510,"VEHICLE - STOLEN",28,"M","X",104,"DRIVEWAY","IC","Invest Cont",510,"3400    PRIMERA                      AV",34.1321,-118.3433
221512105,2022-07-09,2022-07-08,1100,15,"N Hollywood",1546,1,310,"BURGLARY",60,"M","O",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",310,"11600    MORRISON                     ST",34.1604,-118.3856
230818473,2023-12-26,2023-12-23,2300,8,"West LA",883,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","IC","Invest Cont",510,"1900    COTNER                       AV",34.0436,-118.4431
210414575,2021-11-04,2021-11-03,1730,4,"Hollenbeck",417,1,330,"BURGLARY FROM VEHICLE",29,"M","H",122,"VEHICLE, PASSENGER/TRUCK","IC","Invest Cont",330,"3300    AMETHYST                     ST",34.0832,-118.1961
200205536,2020-02-01,2020-01-31,1800,2,"Rampart",247,1,510,"VEHICLE - STOLEN",28,"F","X",101,"STREET","IC","Invest Cont",510,"300 S  UNION                        AV",34.0596,-118.2701
221906240,2022-02-25,2022-02-24,2100,19,"Mission",1961,1,330,"BURGLARY FROM VEHICLE",38,"M","H",707,"GARAGE/CARPORT","IC","Invest Cont",330,"9200 N  SEPULVEDA                    BL",34.2377,-118.4677
231907204,2023-03-21,2023-03-21,820,19,"Mission",1958,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",28,"M","O",403,"DRUG STORE","IC","Invest Cont",442,"9700    WOODMAN                      AV",34.2463,-118.4477
202116976,2020-12-13,2020-12-13,425,21,"Topanga",2101,1,330,"BURGLARY FROM VEHICLE",23,"M","W",101,"STREET","IC","Invest Cont",330,"HANNA",34.24,-118.6076
212111565,2021-07-19,2021-07-18,2230,21,"Topanga",2139,1,510,"VEHICLE - STOLEN",28,"F","X",101,"STREET","IC","Invest Cont",510,"19800    SATICOY                      ST",34.2083,-118.5641
231513759,2023-08-21,2023-08-21,730,15,"N Hollywood",1535,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",71,"M","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",740,"5800    TROOST                       AV",34.1758,-118.3866
231805500,2023-01-30,2023-01-30,1330,18,"Southeast",1802,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",36,"M","H",501,"SINGLE FAMILY DWELLING","AA","Adult Arrest",230,"200 W  91ST                         ST",33.9537,-118.2765
202110329,2020-06-10,2020-06-06,1400,21,"Topanga",2183,1,310,"BURGLARY",24,"M","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",310,"22500    QUINTA                       RD",34.1532,-118.6174
222013169,2022-08-01,2022-05-17,2055,20,"Olympic",2014,2,928,"THREATENING PHONE CALLS/LETTERS",33,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other",928,"4000 W  3RD                          ST",34.0726,-118.3029
200804594,2020-01-13,2020-01-13,342,8,"West LA",824,1,330,"BURGLARY FROM VEHICLE",72,"M","W",101,"STREET","IC","Invest Cont",330,"500 W  RUSTIC                       RD",34.0344,-118.5178
231909538,2023-05-21,2023-05-21,145,19,"Mission",1912,2,624,"BATTERY - SIMPLE ASSAULT",20,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",624,"15500    ROXFORD                      ST",34.3172,-118.4755
221321051,2022-11-16,2022-11-13,1645,13,"Newton",1307,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",54,"F","H",102,"SIDEWALK","IC","Invest Cont",230,"700 S  SAN PEDRO                    ST",34.0407,-118.2468
230816410,2023-11-02,2023-08-04,900,8,"West LA",806,2,900,"VIOLATION OF COURT ORDER",28,"X","X",203,"OTHER BUSINESS","AO","Adult Other",900,"10700    BELLAGIO                     RD",34.0817,-118.4481
200217388,2020-11-14,2020-11-13,1700,2,"Rampart",236,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","IC","Invest Cont",510,"200 S  BONNIE BRAE                  ST",34.0632,-118.2694
210319175,2021-11-19,2021-11-18,1730,3,"Southwest",315,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",39,"F","H",122,"VEHICLE, PASSENGER/TRUCK","IC","Invest Cont",740,"2300 W  23RD                         ST",34.036,-118.3137
240115929,2024-08-02,2024-08-01,2200,1,"Central",185,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",25,"M","C",122,"VEHICLE, PASSENGER/TRUCK","IC","Invest Cont",740,"900 S  HILL                         ST",34.043,-118.2571
201213079,2020-05-18,2020-05-18,620,12,"77th Street",1259,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",55,"F","B",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",440,"700 E  76TH                         PL",33.9703,-118.263
241404406,2024-01-08,2024-01-06,1955,14,"Pacific",1496,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",21,"M","H",108,"PARKING LOT","IC","Invest Cont",331,"9800    VICKSBURG                    AV",33.9473,-118.394
210904462,2021-01-14,2021-01-13,1500,9,"Van Nuys",935,1,480,"BIKE - STOLEN",47,"M","H",101,"STREET","IC","Invest Cont",480,"14100    FRIAR                        ST",34.1857,-118.4443
231800539,2023-02-04,2023-02-04,1945,18,"Southeast",1849,2,753,"DISCHARGE FIREARMS/SHOTS FIRED",28,"X","X",101,"STREET","IC","Invest Cont",753,"112TH                        ST",33.9334,-118.2336
231608689,2023-05-30,2023-05-29,2000,16,"Foothill",1658,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",64,"F","W",707,"GARAGE/CARPORT","IC","Invest Cont",331,"7000    APPERSON                     ST",34.2559,-118.284
212010611,2021-06-17,2021-06-17,1930,20,"Olympic",2074,1,210,"ROBBERY",28,"X","X",242,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.","IC","Invest Cont",210,"2000    VENICE                       BL",34.0436,-118.3018
210313474,2021-07-24,2021-07-24,1100,3,"Southwest",395,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",20,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",745,"1900 W  VERNON                       AV",34.0073,-118.3108
222010013,2022-05-17,2022-05-15,145,20,"Olympic",2045,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",28,"X","X",503,"HOTEL","IC","Invest Cont",341,"3200 W  8TH                          ST",34.0577,-118.2976
201206483,2020-02-04,2020-02-04,1340,12,"77th Street",1233,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",20,"F","H",801,"MTA BUS","IC","Invest Cont",230,"SLAUSON                      AV",33.9891,-118.3176
241504789,2024-01-16,2024-01-16,1400,15,"N Hollywood",1557,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",28,"M","X",101,"STREET","IC","Invest Cont",420,"10900    MAGNOLIA                     BL",34.1649,-118.3682
212107821,2021-04-17,2021-04-17,600,21,"Topanga",2146,1,510,"VEHICLE - STOLEN",28,"F","X",108,"PARKING LOT","IC","Invest Cont",510,"SHERMAN                      WY",34.201,-118.5928
220909633,2022-05-27,2022-05-26,1000,9,"Van Nuys",911,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",34,"F","W",101,"STREET","AA","Adult Arrest",626,"HALBRENT                     AV",34.1938,-118.4702
210816755,2021-11-16,2021-09-01,1630,8,"West LA",839,1,121,"RAPE, FORCIBLE",13,"F","W",727,"SHOPPING MALL (COMMON AREA)","IC","Invest Cont",121,"10200    SANTA MONICA                 BL",34.06,-118.42
231219344,2023-09-12,2023-09-12,430,12,"77th Street",1215,1,510,"VEHICLE - STOLEN",28,"F","X",101,"STREET","IC","Invest Cont",510,"1500 W  54TH                         ST",33.9933,-118.3028
210915324,2021-10-14,2021-10-08,240,9,"Van Nuys",939,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",43,"F","H",210,"RESTAURANT/FAST FOOD","IC","Invest Cont",740,"13200    BURBANK                      BL",34.1721,-118.421
231916762,2023-11-18,2023-11-18,30,19,"Mission",1915,1,330,"BURGLARY FROM VEHICLE",45,"F","H",101,"STREET","IC","Invest Cont",330,"12700    WOODCOCK                     AV",34.3012,-118.4494
232007354,2023-03-25,2023-03-11,1900,20,"Olympic",2015,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",28,"F","X",101,"STREET","IC","Invest Cont",420,"NEW HAMPSHIRE",34.0745,-118.2929
241106108,2024-02-25,2024-02-23,2200,11,"Northeast",1181,1,210,"ROBBERY",27,"M","H",101,"STREET","IC","Invest Cont",210,"2800 W  SUNSET                       BL",34.0808,-118.2655
201000778,2020-07-21,2020-07-21,1800,10,"West Valley",1045,2,624,"BATTERY - SIMPLE ASSAULT",56,"F","W",518,"TRANSITIONAL HOUSING/HALFWAY HOUSE","IC","Invest Cont",624,"18000    MARTHA                       ST",34.1731,-118.5239
211307224,2021-03-13,2021-03-13,1635,13,"Newton",1363,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",59,"M","W",210,"RESTAURANT/FAST FOOD","IC","Invest Cont",930,"5000 S  CENTRAL                      AV",33.9983,-118.2608
210212677,2021-07-30,2020-11-22,530,2,"Rampart",238,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",28,"M","X",101,"STREET","IC","Invest Cont",420,"TEMPLE                       ST",34.0673,-118.2566
200118202,2020-09-19,2020-09-05,100,1,"Central",101,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",34,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AA","Adult Arrest",626,"1200    INNES                        AV",34.0717,-118.2493
230705949,2023-02-13,2022-10-23,1830,7,"Wilshire",738,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",34,"F","B",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",341,"5000    WILSHIRE                     BL",34.0621,-118.3385
232116683,2023-11-19,2023-11-18,1400,21,"Topanga",2136,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",28,"M","H",122,"VEHICLE, PASSENGER/TRUCK","AA","Adult Arrest",740,"7500    ALABAMA                      AV",34.2065,-118.599
231304002,2023-01-01,2023-01-01,1,13,"Newton",1393,1,510,"VEHICLE - STOLEN",28,"F","X",101,"STREET","IC","Invest Cont",510,"200 W  FLORENCE                     AV",33.9786,-118.2761
230314046,2023-07-17,2023-07-16,2250,3,"Southwest",357,2,354,"THEFT OF IDENTITY",43,"M","O",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",354,"1200 W  37TH                         DR",34.019,-118.2944
232014011,2023-08-11,2023-08-11,2320,20,"Olympic",2026,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19,"M","H",101,"STREET","IC","Invest Cont",230,"4TH                          ST",34.0674,-118.2929
240311720,2024-06-25,2024-06-25,1210,3,"Southwest",321,2,888,"TRESPASSING",23,"X","X",948,"MTA - EXPO LINE - FARMDALE","IC","Invest Cont",888,"5600 W  JEFFERSON                    BL",34.0258,-118.3668
231904296,2023-01-08,2023-01-08,850,19,"Mission",1958,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",31,"F","H",108,"PARKING LOT","IC","Invest Cont",745,"9700    WOODMAN                      AV",34.2463,-118.4477
220814702,2022-09-19,2022-08-25,1200,8,"West LA",827,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",37,"M","W",118,"CONSTRUCTION SITE","IC","Invest Cont",341,"300 S  WESTGATE                     AV",34.0581,-118.4716
221820189,2022-11-04,2022-11-04,1000,18,"Southeast",1846,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",9,"M","B",704,"ELEMENTARY SCHOOL","IC","Invest Cont",930,"1200 E  112TH                        ST",33.9331,-118.2542
221512108,2022-07-09,2022-05-02,820,15,"N Hollywood",1515,2,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",28,"M","O",408,"AUTO SUPPLY STORE*","IC","Invest Cont",670,"7000    LAUREL CANYON                BL",34.1976,-118.3965
220509193,2022-05-17,2020-10-01,1200,5,"Harbor",528,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","IC","Invest Cont",510,"PACIFIC COAST",33.791,-118.2469
220915678,2022-11-02,2022-11-02,1240,9,"Van Nuys",932,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",43,"F","A",108,"PARKING LOT","IC","Invest Cont",626,"6100 N  SEPULVEDA                    BL",34.1807,-118.4662
202004540,2020-01-13,2020-01-13,2005,20,"Olympic",2019,2,624,"BATTERY - SIMPLE ASSAULT",18,"M","H",108,"PARKING LOT","IC","Invest Cont",624,"100 S  VERMONT                      AV",34.0728,-118.2917
231515031,2023-09-18,2023-09-17,2230,15,"N Hollywood",1583,2,624,"BATTERY - SIMPLE ASSAULT",23,"F","W",501,"SINGLE FAMILY DWELLING","AA","Adult Arrest",624,"12000    HOFFMAN                      ST",34.1448,-118.3926
232112572,2023-08-06,2023-08-05,1300,21,"Topanga",2143,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",66,"F","W",402,"MARKET","IC","Invest Cont",440,"22900    VICTORY                      BL",34.1865,-118.6258
